"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","GDP","TOT","USD_CAP","A","2017",50699.175108,
"AUS","GDP","TOT","USD_CAP","A","2018",52980.734327,
"AUS","GDP","TOT","USD_CAP","A","2019",52669.473903,
"AUS","GDP","TOT","USD_CAP","A","2020",55635.462558,
"AUS","GDP","TOT","USD_CAP","A","2021",61631.9388,"E"
"AUT","GDP","TOT","USD_CAP","A","2017",54188.360666,
"AUT","GDP","TOT","USD_CAP","A","2018",56978.264771,
"AUT","GDP","TOT","USD_CAP","A","2019",58091.272285,
"AUT","GDP","TOT","USD_CAP","A","2020",55686.067736,
"AUT","GDP","TOT","USD_CAP","A","2021",58395.772207,
"BEL","GDP","TOT","USD_CAP","A","2017",50442.947518,
"BEL","GDP","TOT","USD_CAP","A","2018",52535.511671,
"BEL","GDP","TOT","USD_CAP","A","2019",54278.264883,
"BEL","GDP","TOT","USD_CAP","A","2020",53071.34083,"P"
"BEL","GDP","TOT","USD_CAP","A","2021",58925.223286,"P"
"CAN","GDP","TOT","USD_CAP","A","2017",48317.191163,
"CAN","GDP","TOT","USD_CAP","A","2018",49892.028612,
"CAN","GDP","TOT","USD_CAP","A","2019",49286.811601,
"CAN","GDP","TOT","USD_CAP","A","2020",46572.141022,
"CAN","GDP","TOT","USD_CAP","A","2021",52021.596768,
"CZE","GDP","TOT","USD_CAP","A","2017",38842.896268,
"CZE","GDP","TOT","USD_CAP","A","2018",41157.370409,
"CZE","GDP","TOT","USD_CAP","A","2019",42865.741123,
"CZE","GDP","TOT","USD_CAP","A","2020",41706.802061,
"CZE","GDP","TOT","USD_CAP","A","2021",44197.925718,
"DNK","GDP","TOT","USD_CAP","A","2017",55356.49009,
"DNK","GDP","TOT","USD_CAP","A","2018",57479.350221,
"DNK","GDP","TOT","USD_CAP","A","2019",58495.572023,
"DNK","GDP","TOT","USD_CAP","A","2020",60098.509912,
"DNK","GDP","TOT","USD_CAP","A","2021",64876.683301,
"FIN","GDP","TOT","USD_CAP","A","2017",47570.270354,
"FIN","GDP","TOT","USD_CAP","A","2018",49573.255773,
"FIN","GDP","TOT","USD_CAP","A","2019",50322.84765,
"FIN","GDP","TOT","USD_CAP","A","2020",50936.750455,
"FIN","GDP","TOT","USD_CAP","A","2021",54667.795656,
"FRA","GDP","TOT","USD_CAP","A","2017",44445.59677,
"FRA","GDP","TOT","USD_CAP","A","2018",46336.933985,
"FRA","GDP","TOT","USD_CAP","A","2019",48700.802342,"P"
"FRA","GDP","TOT","USD_CAP","A","2020",46713.800171,"P"
"FRA","GDP","TOT","USD_CAP","A","2021",50543.711372,
"DEU","GDP","TOT","USD_CAP","A","2017",53071.478374,
"DEU","GDP","TOT","USD_CAP","A","2018",55195.722049,
"DEU","GDP","TOT","USD_CAP","A","2019",55651.435768,"P"
"DEU","GDP","TOT","USD_CAP","A","2020",55461.202156,"P"
"DEU","GDP","TOT","USD_CAP","A","2021",58385.796698,"P"
"GRC","GDP","TOT","USD_CAP","A","2017",28604.794575,
"GRC","GDP","TOT","USD_CAP","A","2018",29617.499309,
"GRC","GDP","TOT","USD_CAP","A","2019",30356.302549,"P"
"GRC","GDP","TOT","USD_CAP","A","2020",27923.999993,"P"
"GRC","GDP","TOT","USD_CAP","A","2021",31281.571731,"P"
"HUN","GDP","TOT","USD_CAP","A","2017",29501.120486,
"HUN","GDP","TOT","USD_CAP","A","2018",31913.074632,
"HUN","GDP","TOT","USD_CAP","A","2019",33514.94177,
"HUN","GDP","TOT","USD_CAP","A","2020",33274.347589,"P"
"HUN","GDP","TOT","USD_CAP","A","2021",36752.496598,"P"
"ISL","GDP","TOT","USD_CAP","A","2017",55638.491978,
"ISL","GDP","TOT","USD_CAP","A","2018",57208.31151,
"ISL","GDP","TOT","USD_CAP","A","2019",58209.933438,
"ISL","GDP","TOT","USD_CAP","A","2020",53553.506349,
"ISL","GDP","TOT","USD_CAP","A","2021",57939.398653,
"IRL","GDP","TOT","USD_CAP","A","2017",78051.654251,
"IRL","GDP","TOT","USD_CAP","A","2018",84824.352993,
"IRL","GDP","TOT","USD_CAP","A","2019",87550.548894,
"IRL","GDP","TOT","USD_CAP","A","2020",93442.328189,
"IRL","GDP","TOT","USD_CAP","A","2021",107862.427452,
"ITA","GDP","TOT","USD_CAP","A","2017",41951.466331,
"ITA","GDP","TOT","USD_CAP","A","2018",43427.663143,
"ITA","GDP","TOT","USD_CAP","A","2019",44376.174443,
"ITA","GDP","TOT","USD_CAP","A","2020",41995.337395,
"ITA","GDP","TOT","USD_CAP","A","2021",45902.22894,
"JPN","GDP","TOT","USD_CAP","A","2017",41531.221619,
"JPN","GDP","TOT","USD_CAP","A","2018",42239.050068,
"JPN","GDP","TOT","USD_CAP","A","2019",42438.755946,
"JPN","GDP","TOT","USD_CAP","A","2020",42285.325693,
"JPN","GDP","TOT","USD_CAP","A","2021",43001.852891,"E"
"KOR","GDP","TOT","USD_CAP","A","2017",40957.347064,
"KOR","GDP","TOT","USD_CAP","A","2018",43025.990397,
"KOR","GDP","TOT","USD_CAP","A","2019",43044.8068,
"KOR","GDP","TOT","USD_CAP","A","2020",45274.090605,"P"
"KOR","GDP","TOT","USD_CAP","A","2021",46731.416375,"E"
"LUX","GDP","TOT","USD_CAP","A","2017",114862.528755,
"LUX","GDP","TOT","USD_CAP","A","2018",116801.142101,
"LUX","GDP","TOT","USD_CAP","A","2019",117058.928146,
"LUX","GDP","TOT","USD_CAP","A","2020",117721.247087,
"LUX","GDP","TOT","USD_CAP","A","2021",134340.373726,
"MEX","GDP","TOT","USD_CAP","A","2017",19947.197691,
"MEX","GDP","TOT","USD_CAP","A","2018",20354.829507,
"MEX","GDP","TOT","USD_CAP","A","2019",20145.644354,"P"
"MEX","GDP","TOT","USD_CAP","A","2020",18962.568201,"P"
"MEX","GDP","TOT","USD_CAP","A","2021",20386.907843,"E"
"NLD","GDP","TOT","USD_CAP","A","2017",55089.58143,
"NLD","GDP","TOT","USD_CAP","A","2018",57825.399708,
"NLD","GDP","TOT","USD_CAP","A","2019",59003.864774,
"NLD","GDP","TOT","USD_CAP","A","2020",59001.177882,"P"
"NLD","GDP","TOT","USD_CAP","A","2021",63445.083337,"P"
"NZL","GDP","TOT","USD_CAP","A","2017",42008.211082,
"NZL","GDP","TOT","USD_CAP","A","2018",42334.17358,
"NZL","GDP","TOT","USD_CAP","A","2019",45251.266802,
"NZL","GDP","TOT","USD_CAP","A","2020",44698.274404,
"NZL","GDP","TOT","USD_CAP","A","2021",46388.713365,"E"
"NOR","GDP","TOT","USD_CAP","A","2017",64050.366694,
"NOR","GDP","TOT","USD_CAP","A","2018",69807.225536,
"NOR","GDP","TOT","USD_CAP","A","2019",66797.863207,
"NOR","GDP","TOT","USD_CAP","A","2020",62650.379161,
"NOR","GDP","TOT","USD_CAP","A","2021",79162.871042,
"POL","GDP","TOT","USD_CAP","A","2017",29714.590984,
"POL","GDP","TOT","USD_CAP","A","2018",31588.493559,
"POL","GDP","TOT","USD_CAP","A","2019",33427.503432,
"POL","GDP","TOT","USD_CAP","A","2020",34059.98442,
"POL","GDP","TOT","USD_CAP","A","2021",37400.262349,
"PRT","GDP","TOT","USD_CAP","A","2017",33044.70015,
"PRT","GDP","TOT","USD_CAP","A","2018",34928.61899,
"PRT","GDP","TOT","USD_CAP","A","2019",36171.964841,
"PRT","GDP","TOT","USD_CAP","A","2020",34177.019943,"P"
"PRT","GDP","TOT","USD_CAP","A","2021",35914.440547,"P"
"SVK","GDP","TOT","USD_CAP","A","2017",30066.187534,
"SVK","GDP","TOT","USD_CAP","A","2018",31218.960027,
"SVK","GDP","TOT","USD_CAP","A","2019",31971.867433,
"SVK","GDP","TOT","USD_CAP","A","2020",31346.275873,
"SVK","GDP","TOT","USD_CAP","A","2021",32986.812105,
"ESP","GDP","TOT","USD_CAP","A","2017",39580.188366,
"ESP","GDP","TOT","USD_CAP","A","2018",40756.445269,
"ESP","GDP","TOT","USD_CAP","A","2019",41721.222195,"P"
"ESP","GDP","TOT","USD_CAP","A","2020",37764.086581,"P"
"ESP","GDP","TOT","USD_CAP","A","2021",40775.352596,"P"
"SWE","GDP","TOT","USD_CAP","A","2017",51947.95578,
"SWE","GDP","TOT","USD_CAP","A","2018",53521.635778,
"SWE","GDP","TOT","USD_CAP","A","2019",54598.781841,
"SWE","GDP","TOT","USD_CAP","A","2020",55631.003715,
"SWE","GDP","TOT","USD_CAP","A","2021",60101.7231,
"CHE","GDP","TOT","USD_CAP","A","2017",69103.567686,
"CHE","GDP","TOT","USD_CAP","A","2018",71660.23286,
"CHE","GDP","TOT","USD_CAP","A","2019",72033.948683,
"CHE","GDP","TOT","USD_CAP","A","2020",71731.951611,
"CHE","GDP","TOT","USD_CAP","A","2021",77235.961977,"P"
"TUR","GDP","TOT","USD_CAP","A","2017",28193.061398,
"TUR","GDP","TOT","USD_CAP","A","2018",28281.473275,
"TUR","GDP","TOT","USD_CAP","A","2019",27106.163552,
"TUR","GDP","TOT","USD_CAP","A","2020",27554.33698,
"TUR","GDP","TOT","USD_CAP","A","2021",30966.56345,
"GBR","GDP","TOT","USD_CAP","A","2017",46385.63354,
"GBR","GDP","TOT","USD_CAP","A","2018",47590.888987,
"GBR","GDP","TOT","USD_CAP","A","2019",49070.333125,
"GBR","GDP","TOT","USD_CAP","A","2020",46526.879586,
"GBR","GDP","TOT","USD_CAP","A","2021",49524.925097,
"USA","GDP","TOT","USD_CAP","A","2017",59896.756042,
"USA","GDP","TOT","USD_CAP","A","2018",62783.978541,
"USA","GDP","TOT","USD_CAP","A","2019",65055.785369,
"USA","GDP","TOT","USD_CAP","A","2020",63285.232257,
"USA","GDP","TOT","USD_CAP","A","2021",69558.470785,"E"
"CHL","GDP","TOT","USD_CAP","A","2017",24479.458712,
"CHL","GDP","TOT","USD_CAP","A","2018",25496.431399,
"CHL","GDP","TOT","USD_CAP","A","2019",25117.049751,
"CHL","GDP","TOT","USD_CAP","A","2020",24647.935219,
"CHL","GDP","TOT","USD_CAP","A","2021",28414.848629,
"CHN","GDP","TOT","USD_CAP","A","2017",14203.909059,
"CHN","GDP","TOT","USD_CAP","A","2018",15466.329982,
"CHN","GDP","TOT","USD_CAP","A","2019",16697.82748,
"CHN","GDP","TOT","USD_CAP","A","2020",17217.860325,
"COL","GDP","TOT","USD_CAP","A","2017",14479.812544,
"COL","GDP","TOT","USD_CAP","A","2018",15439.041412,
"COL","GDP","TOT","USD_CAP","A","2019",16130.847299,
"COL","GDP","TOT","USD_CAP","A","2020",15306.341722,"P"
"COL","GDP","TOT","USD_CAP","A","2021",17341.848136,"E"
"EST","GDP","TOT","USD_CAP","A","2017",31796.533462,
"EST","GDP","TOT","USD_CAP","A","2018",34349.079959,
"EST","GDP","TOT","USD_CAP","A","2019",36103.941326,
"EST","GDP","TOT","USD_CAP","A","2020",36780.619897,
"EST","GDP","TOT","USD_CAP","A","2021",41300.265763,
"IND","GDP","TOT","USD_CAP","A","2017",6299.036721,
"IND","GDP","TOT","USD_CAP","A","2018",6793.930695,
"IND","GDP","TOT","USD_CAP","A","2019",7201.553849,
"IDN","GDP","TOT","USD_CAP","A","2017",11050.882373,
"ISR","GDP","TOT","USD_CAP","A","2017",39464.353422,
"ISR","GDP","TOT","USD_CAP","A","2018",40240.064062,
"ISR","GDP","TOT","USD_CAP","A","2019",40476.565659,
"ISR","GDP","TOT","USD_CAP","A","2020",40090.868901,
"ISR","GDP","TOT","USD_CAP","A","2021",44341.790797,"E"
"RUS","GDP","TOT","USD_CAP","A","2017",25926.431403,
"RUS","GDP","TOT","USD_CAP","A","2018",28821.242897,
"RUS","GDP","TOT","USD_CAP","A","2019",29967.119348,
"RUS","GDP","TOT","USD_CAP","A","2020",29819.046969,"E"
"SVN","GDP","TOT","USD_CAP","A","2017",36517.579273,
"SVN","GDP","TOT","USD_CAP","A","2018",39008.297051,
"SVN","GDP","TOT","USD_CAP","A","2019",40773.2339,
"SVN","GDP","TOT","USD_CAP","A","2020",39804.907823,
"SVN","GDP","TOT","USD_CAP","A","2021",43767.211888,
"ZAF","GDP","TOT","USD_CAP","A","2017",12952.21634,
"ZAF","GDP","TOT","USD_CAP","A","2018",13191.637554,
"ZAF","GDP","TOT","USD_CAP","A","2019",13218.720394,
"ZAF","GDP","TOT","USD_CAP","A","2020",12293.489021,
"OECD","GDP","TOT","USD_CAP","A","2017",43488.956229,
"OECD","GDP","TOT","USD_CAP","A","2018",45183.658603,
"OECD","GDP","TOT","USD_CAP","A","2019",46104.765328,"P"
"OECD","GDP","TOT","USD_CAP","A","2020",45072.96637,"E"
"OECD","GDP","TOT","USD_CAP","A","2021",48798.269187,"E"
"OECDE","GDP","TOT","USD_CAP","A","2017",42596.730832,
"OECDE","GDP","TOT","USD_CAP","A","2018",44211.979477,
"OECDE","GDP","TOT","USD_CAP","A","2019",45096.284712,"P"
"OECDE","GDP","TOT","USD_CAP","A","2020",43949.93608,"P"
"OECDE","GDP","TOT","USD_CAP","A","2021",47619.427579,"P"
"LVA","GDP","TOT","USD_CAP","A","2017",28689.57466,
"LVA","GDP","TOT","USD_CAP","A","2018",30891.884185,
"LVA","GDP","TOT","USD_CAP","A","2019",31893.84669,
"LVA","GDP","TOT","USD_CAP","A","2020",31418.030799,
"LVA","GDP","TOT","USD_CAP","A","2021",34471.31179,
"BRA","GDP","TOT","USD_CAP","A","2017",14596.889676,
"BRA","GDP","TOT","USD_CAP","A","2018",15088.873591,
"BRA","GDP","TOT","USD_CAP","A","2019",15424.038754,
"LTU","GDP","TOT","USD_CAP","A","2017",33761.906595,
"LTU","GDP","TOT","USD_CAP","A","2018",36376.197676,
"LTU","GDP","TOT","USD_CAP","A","2019",38540.745344,
"LTU","GDP","TOT","USD_CAP","A","2020",38880.543234,
"LTU","GDP","TOT","USD_CAP","A","2021",42550.554521,
"SAU","GDP","TOT","USD_CAP","A","2017",47862.022249,
"SAU","GDP","TOT","USD_CAP","A","2018",47379.188476,
"SAU","GDP","TOT","USD_CAP","A","2019",48405.56175,
"SAU","GDP","TOT","USD_CAP","A","2020",46164.048364,
"EA19","GDP","TOT","USD_CAP","A","2017",45700.313982,
"EA19","GDP","TOT","USD_CAP","A","2018",47613.855007,
"EA19","GDP","TOT","USD_CAP","A","2019",48821.959765,
"EA19","GDP","TOT","USD_CAP","A","2020",47273.521728,
"EA19","GDP","TOT","USD_CAP","A","2021",50934.378254,
"ARG","GDP","TOT","USD_CAP","A","2017",23597.117759,
"ARG","GDP","TOT","USD_CAP","A","2018",23290.675736,
"ARG","GDP","TOT","USD_CAP","A","2019",22997.391755,
"ARG","GDP","TOT","USD_CAP","A","2020",20769.015441,
"ARG","GDP","TOT","USD_CAP","A","2021",23627.366959,
"CRI","GDP","TOT","USD_CAP","A","2017",20368.230268,
"CRI","GDP","TOT","USD_CAP","A","2018",21312.71338,
"CRI","GDP","TOT","USD_CAP","A","2019",22598.071946,
"CRI","GDP","TOT","USD_CAP","A","2020",22180.99204,"E"
"CRI","GDP","TOT","USD_CAP","A","2021",23287.453499,"E"
"BGR","GDP","TOT","USD_CAP","A","2017",21470.001359,
"BGR","GDP","TOT","USD_CAP","A","2018",23016.014654,
"BGR","GDP","TOT","USD_CAP","A","2019",24497.491636,
"BGR","GDP","TOT","USD_CAP","A","2020",24564.265224,
"BGR","GDP","TOT","USD_CAP","A","2021",26743.19788,"P"
"HRV","GDP","TOT","USD_CAP","A","2017",27119.160852,
"HRV","GDP","TOT","USD_CAP","A","2018",28856.061284,
"HRV","GDP","TOT","USD_CAP","A","2019",30529.128409,
"HRV","GDP","TOT","USD_CAP","A","2020",28782.607725,"P"
"HRV","GDP","TOT","USD_CAP","A","2021",33826.093806,"E"
"CYP","GDP","TOT","USD_CAP","A","2017",38288.138059,
"CYP","GDP","TOT","USD_CAP","A","2018",40559.350212,
"CYP","GDP","TOT","USD_CAP","A","2019",42338.707136,
"CYP","GDP","TOT","USD_CAP","A","2020",39593.316631,"P"
"CYP","GDP","TOT","USD_CAP","A","2021",42540.605642,"P"
"MLT","GDP","TOT","USD_CAP","A","2017",43463.476856,
"MLT","GDP","TOT","USD_CAP","A","2018",45504.599238,
"MLT","GDP","TOT","USD_CAP","A","2019",47360.842316,
"MLT","GDP","TOT","USD_CAP","A","2020",43217.569665,
"MLT","GDP","TOT","USD_CAP","A","2021",47878.544535,
"ROU","GDP","TOT","USD_CAP","A","2017",27136.130672,
"ROU","GDP","TOT","USD_CAP","A","2018",29338.106903,
"ROU","GDP","TOT","USD_CAP","A","2019",31860.316301,
"ROU","GDP","TOT","USD_CAP","A","2020",32182.141746,"P"
"ROU","GDP","TOT","USD_CAP","A","2021",35254.361185,"P"
"MKD","GDP","TOT","USD_CAP","A","2017",15706.475893,"E"
"MKD","GDP","TOT","USD_CAP","A","2018",16796.386112,"E"
"ZMB","GDP","TOT","USD_CAP","A","2017",3484.940724,
"ZMB","GDP","TOT","USD_CAP","A","2018",3605.616666,
"ZMB","GDP","TOT","USD_CAP","A","2019",3616.910705,
"HKG","GDP","TOT","USD_CAP","A","2017",59846.819225,"E"
"HKG","GDP","TOT","USD_CAP","A","2018",62520.543111,"E"
"HKG","GDP","TOT","USD_CAP","A","2019",62104.680133,"E"
"HKG","GDP","TOT","USD_CAP","A","2020",59263.581574,"E"
"MDG","GDP","TOT","USD_CAP","A","2017",1601.521574,"E"
"MDG","GDP","TOT","USD_CAP","A","2018",1661.464269,"E"
"MDG","GDP","TOT","USD_CAP","A","2019",1692.09205,"E"
"MDG","GDP","TOT","USD_CAP","A","2020",1540.394877,"E"
"MAR","GDP","TOT","USD_CAP","A","2017",7581.215412,"E"
"MAR","GDP","TOT","USD_CAP","A","2018",7923.067137,"E"
"MAR","GDP","TOT","USD_CAP","A","2019",8189.541003,"E"
"MAR","GDP","TOT","USD_CAP","A","2020",7687.793728,"E"
"SGP","GDP","TOT","USD_CAP","A","2017",95354.734241,
"SGP","GDP","TOT","USD_CAP","A","2018",100408.958643,
"SGP","GDP","TOT","USD_CAP","A","2019",102127.214909,
"SGP","GDP","TOT","USD_CAP","A","2020",98148.67364,
"EU27_2020","GDP","TOT","USD_CAP","A","2017",42698.552418,
"EU27_2020","GDP","TOT","USD_CAP","A","2018",44646.184137,
"EU27_2020","GDP","TOT","USD_CAP","A","2019",46005.395745,
"EU27_2020","GDP","TOT","USD_CAP","A","2020",44899.386382,
"EU27_2020","GDP","TOT","USD_CAP","A","2021",48522.22569,
"ALB","GDP","TOT","USD_CAP","A","2017",12771.000645,
"ALB","GDP","TOT","USD_CAP","A","2018",13498.208259,
"ALB","GDP","TOT","USD_CAP","A","2019",13997.946197,"P"
"ALB","GDP","TOT","USD_CAP","A","2020",13332.805644,"E"
"SRB","GDP","TOT","USD_CAP","A","2017",16611.065646,
"SRB","GDP","TOT","USD_CAP","A","2018",17717.993568,
"SRB","GDP","TOT","USD_CAP","A","2019",18822.316982,
"SRB","GDP","TOT","USD_CAP","A","2020",19093.866415,
"GEO","GDP","TOT","USD_CAP","A","2017",13589.730377,
"GEO","GDP","TOT","USD_CAP","A","2018",14593.90772,
"GEO","GDP","TOT","USD_CAP","A","2019",15621.873636,
"GEO","GDP","TOT","USD_CAP","A","2020",14731.202573,
"CMR","GDP","TOT","USD_CAP","A","2017",3665.128295,
"CMR","GDP","TOT","USD_CAP","A","2018",3800.566288,
"CMR","GDP","TOT","USD_CAP","A","2019",3900.880855,
"CMR","GDP","TOT","USD_CAP","A","2020",3867.183996,
"SEN","GDP","TOT","USD_CAP","A","2017",3238.212275,
"SEN","GDP","TOT","USD_CAP","A","2018",3416.171427,
"SEN","GDP","TOT","USD_CAP","A","2019",3515.34762,
